"item_legs_leather","Leather pants","Läderbyxor","Pantalon en cuir","Pantaloni di cuoio","Lederhosen","Pantalones de cuero","Кожаные штаны","Pantaloni de piele","","","Nahkahousut","Læderbukser","Lærbukser","Leður buxur","Deri pantolon","Leather pants","Kožené kalhoty","Bőrnadrág","Kožené nohavice","Skórzane spodnie","Leren broek","Calças de couro","Calça de couro","皮裤","皮褲","革のズボン","가죽 바지","","กางเกงหนัง","Madagen adawigôbimek","","ტყავის შარვალი","","","Шкіряні штани","Ādas bikses"
"item_legs_leather_description","They squeak a little when you walk.","Dom gnisslar lite när du går.","Il couine un peu quand vous marchez.","Stridono un pò quando cammini","Sie quietschen ein wenig, wenn man geht.","Rechinan un poco cuando caminas.","Немного скрипят при ходьбе.","Scârțâie puțin când mergi.","","","Kävellessäsi kuuluu narinaa.","De knirker lidt når du går.","De knirker litt når du går.","Það skrækir örlítið er þú gengur","Yürürken biraz gıcırdıyor.","Einant jos šiek tiek cypia.","Když chodíte, trochu vrzají.","Kicsit nyikorog, amikor jársz benne.","Pri chôdzi trochu vŕzgajú.","Przy poruszaniu się lekko skrzypią.","Hij kraakt wat terwijl je loopt.","Guincham um bocadinho quando andas.","Elas fazem barulho ao andar.","行走时会吱吱作响。","走路時會有點嘎茲作響。","歩く時に少しキィキィ音が鳴る。","걸을 때 끽끽거리는 소리가 납니다.","","ทะมัดทะแมงดีเวลาเดิน","Kedowizipkwazos losaan.","","ცოტათი ჭრიალებს სიარულისას.","","","Трохи скриплять під час ходи.","Tās nedaudz čīkst, kad tu staigā."
"item_chest_rags","Rag tunic","Lappad tunika","Tunique en haillons","Tunica di cenci","Zerlumptes Hemd","Túnica harapienta","Холщовая туника","Tunică de cârpe","","","Rieputunika","Pjaltet tunika","Fillejakke","Tuskubolur","Paçavra tunik","Skudurinė tunika","Hadrová tunika","Rongytunika","Handrová tunika","Szmaciana tunika","Voddentuniek","Túnica de trapos","Túnica de farrapos","布束腰衣","破舊上衣","ボロ布のチュニック","누더기 튜닉","","ชุดเศษหนัง","Wôbaks","","ტილოს ზედა","","","Ряднинна туніка","Auduma tunika"
"item_chest_rags_description","Better than nothing.","Bättre än inget.","Mieux que rien.","Meglio che niente","Immerhin besser, als nackt zu sein.","Es mejor que nada.","Лучше, чем ничего.","Mai bine decât nimic.","","","Parempi kuin ei mitään.","Bedre end ingenting.","Bedre enn ingenting.","Betra en ekkert.","Hiç yoktan iyidir.","Geriau negu nieko.","Lepší, než nic.","A semminél azért jobb.","Lepšie ako nič.","Lepsze to niż nic.","Beter dan niets.","É melhor do que nada.","Melhor do que nada.","总比啥也不穿强。","有總比沒有好。","何も着ないよりはマシ。","없는 것보단 낫습니다.","","ดีกว่าเปลือยละกัน","Pahami wligen ôdaki ôda kagui.","","სულ არაფერს ჯობია.","","","Краще так, ніж із голим торсом.","Labāka nekā būt plikam."
"item_legs_rags","Rag pants","Lappade byxor","Pantalon en haillons","Pantaloni di cenci","Zerlumpte Hosen","Pantalones harapientos","Холщовые штаны","Pantaloni de cârpe","","","Riepuhousut","Pjaltet par bukser","Fillebukser","Tuskubuxur","Paçavra pantolon","Skudurinės kelnės","Hadrové kalhoty","Rongynadrág","Handrové nohavice","Szmaciane spodnie","Voddenbroek","Calças de trapos","Calça de farrapos","布裤","破舊褲","ボロ布のズボン","누더기 바지","","กางเกงเศษหนัง","Adawigôbimek","","ტილოს შარვალი","","","Ряднинні штани","Auduma bikses"
"item_legs_rags_description","A simple remedy for nudity.","Ett botemedel mot att vara naken.","Une solution simple à la nudité.","Un semplice rimedio alla nudità","Immerhin besser, als nackt zu sein.","Un remedio bien simple para la desnudez.","Лучше в них, чем совсем без штанов.","Un remediu simplu pentru nuditate.","","","Helppo ratkaisu alastomuuteen.","En simpel kur for nøgenhed.","En enkel motstandsmiddel for nakenhet.","Einföld lausn á nekt.","Çıplaklığa karşı birebir.","Paprasta priemonė nuo nuogumo.","Jednoduché opatření proti nahotě.","Egyszerű megoldás a meztelenség ellen.","Jednoduché opatrenie proti nahote.","Proste odzienie na nagie ciało.","Een eenvoudig geneesmiddel voor naaktheid.","Um remédio simples para a nudez.","Um remédio simples para a nudez.","最简单的防止裸奔方法。","至少能蔽體。","全裸に対するシンプルな対処。","벌거숭이는 되지 않게 해줍니다.","","ไม่ใส่ก็เปลือยแล้ว","","","ჯობია გეცვათ ვიდრე შიშველი იყოთ.","","","Хай хоч сором прикривають.","Ātrs risinājums kailuma segšanai."
"item_chest_trollleather","Troll leather tunic","Tunika av trolläder","Tunique en cuir de troll","Tunica di cuoio di troll","Trollledertunika","Túnica de cuero de trol","Туника из кожи тролля","Tunică de piele de trol","","","Peikonnahkatunika","Troldelædertunika","Trollærsjakke","Tröllaleðurskyrtill","Trol derisi tunik","Odinė Trolio tunika","Trollí kožená tunika","Trollbőr tunika","Tunika z Trollej kože","Tunika ze skóry trolla","Trolleren tuniek","Túnica de couro de troll","Túnica de couro de Troll","巨魔皮胸甲","巨魔皮上衣","トロル革のチュニック","트롤 가죽 튜닉","","ชุดหนังโทรล","Kiwakwaadagen wôbaks","","ტროლის ტყავის ზედა","","","Туніка зі шкури троля","Troļla ādas tunika"
"item_chest_trollleather_description","Trolls are hard to skin but their leather is tough and warm.","Troll är svåra att flå, men deras läder är kraftigt och varmt.","Les trolls sont difficiles à dépouiller mais leur cuir est doux et chaud.","I troll sono difficili da scuoiare ma la loro pelle è dura e calda.","Trolle sind schwer zu häuten, aber ihr Leder ist zäh und warm.","Despellejar a un trol no es tarea sencilla, pero su cuero es fuerte y cálido.","Свежевание тролля - задача не из простых, зато их шкура прочная и теплая.","Trolii sunt greu de tăbăcit dar pielea lor este tare și călduroasă.","","","Peikkoja on vaikea nylkeä, mutta niitten nahka on kestävää ja lämmintä.","Trolde er svære at flå men deres læder er stærkt og varmt.","Det er vanskelig å skjære av trollhud, men læret deres er tykt og varmt.","Tröll eru erfið að flekja, en skinn þeirra gera ein bestu og endingargóðu leðrin","Trollerin derisini yüzmek zordur ama derileri serttir ve sıcak tutar.","Trolius sunku nulupti, bet jų oda yra tvirta ir šilta.","Trollové jdou těžko stáhnout z kůže, ale jejich kůže je tvrdá a teplá.","A trollokat nehéz megnyúzni, de a bőrük szívós és meleg.","Koža trollov sa ťažko sťahuje, ale ich koža je tvrdá a teplá.","Trolle trudno oskórować, lecz ich skóra jest gruba i ciepła.","Trollen zijn lastig te villen maar hun leer is stevig en warm.","Os trolls são difíceis de esfolar, mas a sua pele é resistente e quente.","É difícil tirar a pele de um Troll, mas o couro deles é robusto e quente.","巨魔的皮很难剥，但是它们的皮结实又保暖。","巨魔很難剝皮，但巨魔皮厚實保暖。","トロルの皮を剥ぐのは難しいが、革は頑丈で暖かい。","트롤 가죽을 벗기는 건 쉽지 않지만, 그 가죽은 질기고 따뜻합니다.","","งานจากหนังโทรล ทำยาก แต่หนังมันให้ความอบอุ่นดี","Giwakwak wji zahagipsiadalômek kanwa w'madageniya jidanigen ta olabeda.","Trolovi su teški za oderat, no njihova je koža tvrda i topla.","ტროლის გატყავება ძნელია, მაგრამ მისი ტყავი გამძლეა და თბილი.","","","З тролів складно здерти шкуру, зате вона міцна й тепла.","Troļa ādu ir grūti pārstrādāt, bet tā ir izturīga un silta."
"item_legs_trollleather","Troll leather pants","Byxor av trolläder","Pantalon en cuir de troll","Pantaloni di cuoio di troll","Trolllederhosen","Pantalones de cuero de trol","Штаны из кожи тролля","Pantaloni de piele de trol","","","Peikonnahkahousut","Troldelæderbukser","Trollærsbukser","Tröllaleðursbuxur","Trol derisi pantolon","Odinės Trolio kelnės","Trollí kožené kalhoty","Trollbőr nadrág","Nohavice z Trollej kože","Spodnie ze skóry trolla","Trolleren broek","Calças de couro de troll","Calça de couro de Troll","巨魔皮裤","巨魔皮褲","トロル革のズボン","트롤 가죽 바지","","กางเกงหนังโทรล","Giwakwaadagen adawigôbimek","Hlače od trolove kože","ტროლის ტყავის შარვალი","","","Штани зі шкури троля","Troļa ādas bikses"
"item_legs_trollleather_description","Leggings of tough troll hide.","Byxor av kraftig trollhud.","Pantalon de peau de troll coriace.","Gambali di duro cuoio di Troll","Hosen aus festem Trollleder.","Mallas de piel de trol fuerte.","Штаны из прочной шкуры тролля.","Pantaloni de piele tare de trol.","","","Vahvasta peikonnahasta tehdyt housut.","Bukser af stærkt troldeskind.","Bukser av tykk trollhud.","Buxur úr trölla leðri.","Sert trol derisinden pantolon.","Kelnės iš kietos trolio odos.","Legíny z tvrdé Trollí kůže.","Szívós trollbőrből készül nadrág.","Nohavice z tuhej trollej kože.","Nagolenice z grubej skóry trolla.","Legging van ruige trollenhuid.","Caneleiras de couro de troll.","Perneira de couro de troll robusto.","巨魔硬皮制成的裤子。","堅硬巨魔皮腿褲。","頑丈なトロル皮のレギンス。","질긴 트롤 가죽으로 만든 바지입니다.","","กางเกงที่ทำจากหนังโทรล","","","შარვალი გამძლე ტროლის ტყავისგან.","","","Штанці з цупкої шкури троля.","Izturīgi troļļas ādas legingi."
"item_chest_bronze","Bronze plate cuirass","Bronsharnesk","Cuirasse en plaques de bronze","Corazza a piastre di bronzo","Bronzener Brustpanzer","Coraza de placas de bronce","Бронзовая кираса","Platoșă de bronz","","","Pronssinen rintapanssari","Bronze plade kyras","Bronsepansret brystplate","Bronsplötu brynja","Tunç göğüs zırhı","Bronzinės plokštės kirasas","Bronzový kyrys","Bronzlemezes mellvért","Bronzový kyrys","Ćwiekowana zbroja","Bronzen kuras","Couraça de chapa de bronze","Couraça de placa de bronze","青铜板甲","銅胸甲","青銅板のキュイラス","청동 판금 흉갑","","ชุดทองสำริด","Wadamôôbamahlagwadolkahigan","","ბრინჯაოს აბჯარი","","","Бронзовий латний панцир","Bronzas krūšu plākšņu bruņas"
"item_chest_bronze_description","A breastplate of hammered bronze.","Ett bröstpansar gjort av hamrat brons.","Une cuirasse en bronze martelé.","Una corazza di bronzo martellato.","Ein Harnisch aus gehämmerter Bronze.","Pechera recubierta de bronce.","Нагрудник из чеканной бронзы.","O platoșă de bronz bătut.","","","Pronssista taottu rintapanssari.","En brynje lavet af hamret bronze.","En brystplate av hamret bronse.","Brjóstplata úr hömruðu bronsi","Tunçtan dövülmüş göğüs zırhı.","Antkrūtinis nukaltas iš bronzos.","Náprsník z tepaného bronzu.","Kikalapált bronzból készült mellvért.","Náprsné brnenie z tepaného bronzu.","Napierśnik z młotkowanego brązu.","Een borstplaat van gehamerd brons.","Um peitoral de bronze malhado.","Um peitoral de bronze batido.","将青铜锤打后制成的胸甲。","敲製而成的銅胸甲。","青銅板を叩いて作られた胸当て。","청동을 두드려 만든 흉갑입니다.","","ชุดสำริดที่หลอมเข้ากัดดี","","","სამკერდე გამოწვრთნილი ბრინჯაოსგან.","","","Нагрудник із кованої бронзи.","No bronzas pagatavotas krūšu plākšņu bruņas."
"item_legs_bronze","Bronze plate leggings","Benskenor av brons","Jambières en plaques de bronze","Pantaloni a piastre di bronzo","Bronzener Beinschutz","Mallas de placas de bronce","Бронзовые наголенники","Pantaloni de plăci de bronz","","","Pronssinen jalkapanssari","Bronze ben rustning","Bronsepansrede bukser","Bronsplötubuxur","Bronz plaka bacaklıklar","Bronzinės plokštelės antblauzdžiai","Bronzové legíny","Bronzlemezes lábvért","Bronzové plátové chrániče nôh","Nagolenice z brązu","Bronzen beenbeschermers","Caneleiras de bronze","Perneira de placa de bronze","青铜板甲裤","銅腿甲","青銅板のレギンス","청동 판금 각반","","กางเกงทองสำริด","Wadamôôbamahlagwikôdiganal","","ბრინჯაოს შარვალი","","","Бронзові латні поножі","Bronzas kāju plākšņu bruņas"
"item_legs_bronze_description","Bronze greaves to shield your legs.","Benskydd av brons skyddar dig mot låga slag.","Jambières de bronze pour protéger vos jambes.","Schinieri di bronzo per proteggere le tue gambe.","Beinschienen aus Bronze, um deine Beine zu schützen.","Grebas de bronce para protegerte las piernas.","Бронзовые наголенники для защиты ног.","Pantaloni de bronz pentru apărarea picioarelor tale.","Бронзови пръжки за защита на краката ви.","","Pronssinen jalkapanssari jalkojasi suojaamaan.","Bronze benskinner til at beskytte dine ben.","Plater av bronse til å beskytte bena dine.","Bronsplata til að verja sköflunginn.","Bacaklarını koruman için tunç dizçekler.","Bronziniai antblauzdžiai jūsų kojoms apsaugoti.","Bronzové holenice na ochranu nohou.","Bronz lábvért a lábaid védelmére.","Bronzové holenné chrániče.","Nagolenniki z brązu chroniące nogi.","Bewerkte bronzen scheenplaten die je benen beschermen.","Grevas de bronze para proteger as tuas pernas.","Perneiras de bronze para proteger suas pernas.","保护双腿的青铜腿甲。","保護你腿部的銅脛甲。","脚部を覆う青銅のすね当て。","다리를 보호하는 청동 경갑입니다.","","ใส่แล้วแข้งขารู้สึกปลอดภัย","","","ბრინჯაოს დამცავი ფეხებისთვის.","","","Бронзові наголінники захищають ноги.","Izskatās kā legingi, bet tavas kājas pasargās labi."
"item_chest_iron","Iron scale mail","Järnfjällsbrynja","Armure d'écailles de fer","Armatura a scaglie di ferro","Eisenschuppenrüstung","Armadura de escamas de hierro","Чешуйчатый железный доспех","Platoșă de fier","","","Rautainen suomupanssari","Jernbrynje","Ringbrynje av jern","Járn hringabrynja","Demir pul zırh","Geležinių žvynų šarvai","Železná kroužková zbroj","Vaspikkelyes mellvért","Železná šupinatá zbroj","Zbroja łuskowa","IJzeren beplate maliënkolder","Cota de malha de ferro","Malha de escamas de ferro","铁鳞甲","鐵鱗甲","鉄のスケイルメイル","철 비늘 갑옷","","เกราะเหล็ก","Alnahlakwôbaks","","რკინის გამოყვანილი აბჯარი","","","Залізний лускатий обладунок","Dzelzs zvīņu bruņas"
"item_chest_iron_description","An iron scale mail, this will turn all but the strongest of blows.","En fjällbrynja av järn skyddar dig mot allt utom de hårdaste slag.","Une cuirasse en fer, bonne pour faire dévier tout sauf les coups les plus puissants.","Una corazza di ferro, questo respingerà tutto tranne i colpi più forti.","Eine eiserne Brustplatte, die fast jeden Angriff aushält.","Una armadura de escamas de hierro que puede desviarlo todo, excepto los golpes demasiado fuertes.","Чешуйчатый доспех из железа, способен выдержать удар любой силы.","O platoșă de fier, va întoarce toate loviturile în afară de cele mai puternice.","","","Raudasta valmistettu suomupanssari, joka kestää kaikki paitsi vahvimmat lyönnit.","En jernbrynje, den vil afværge alt undtagen de stærkeste stød.","En ringbrynje av jern vil stoppe alt unntatt de hardeste slag.","Brjóstplata úr járni, sem ver allt nema sterkustu höggin.","En güçlü darbeler dışındaki tüm darbeleri karşılayan demir pul zırh.","Geležinių žvynų šarvai, šie atlaikys visus išskyrus stipriausius smūgius.","Železná kroužková zbroj, toto odvrátí vše krom těch nejsilnějších úderů.","Egy vaspikkelyes mellvért, mely a legerősebb csapásokon kívül mindent kivéd.","Železná šupinatá zbroj, ktorá podľahne iba najsilnejším úderom.","Zbroja z żelaznych łusek, która ulegnie jedynie najsilniejszym ciosom.","Een maliënkolder van ijzeren plaatjes. Weerstaat zelfs de stevigste klappen.","Uma verdadeira cota de malha, desvia tudo menos o mais forte dos golpes.","Uma malha de escamas de ferro que absorverá até os golpes mais fortes.","铁鳞甲，几乎能挡下除最强一击之外的所有攻击。","鐵鱗甲，能抵擋一切攻擊，但擋不下最強的重擊。","かなり強力な打撃も弾ける、鉄のスケイルメイル。","철 비늘 갑옷은 가장 강한 타격을 제외한 대부분의 공격을 막아낼 수 있습니다.","","ชุดเกราะเหล็ก ป้องกันทุกอย่างได้ดี","Alnahlagwiaks, kd'ikôlegoji mziwi wji nidaki ôda llanokkwa ôtalli akwtahômek.","","რკინის დამცავი ზედა, რომელიც ნებისმიერ დარტყმას გაუძლებს.","","","Цей обладунок здатен витримати удари майже будь-якої сили.","Dzelzs zvīņu bruņas, pasargās no stipriem sitieniem."
"item_legs_iron","Iron greaves","Benskenor av järn","Jambières en plaques de fer","Schinieri di ferro","Eisenbeinschienen","Grebas de hierro","Железные наголенники","Pantaloni de fier","","","Rautainen jalkapanssari","Jern benskinner","Jernplatede bukser","Járn legghlífar","Demir dizçekler","Geležiniai antblauzdžiai","Železné holenice","Vas lábvért","Železné holenné chrániče","Żelazne nagolenniki","IJzeren scheenplaten","Grevas de ferro","Perneiras de ferro","铁板甲裤","鐵脛甲","鉄のすね当て","철 정강이갑옷","","กางเกงเหล็ก","Alnahlagwikôdal","","რკინის ფეხების დამცავი","","","Залізні поножі","Dzelzs dradži"
"item_legs_iron_description","Iron greaves to protect your legs.","Benskydd av järn skyddar dig mot låga slag.","Jambières en fer pour protéger vos jambes.","Schinieri di ferro per proteggere le gambe.","Beinschienen aus Eisen, um deine Beine zu schützen.","Grebas de hierro para protegerte las piernas.","Железные наголенники для защиты ног.","Pantaloni de fier pentru apărarea picioarelor tale.","","","Rautainen jalkapanssari jalkojasi suojaamaan.","Jern benskinner til at beskytte dine ben.","Plater av jern til å beskytte bena dine.","Járnplata til að verja sköflunginn.","Bacaklarını koruman için demir dizçekler.","Geležiniai antblauzdžiai jūsų kojoms apsaugoti.","Železné holenice na ochranu nohou.","Vas lábvért a lábaid védelmére.","Železné holenné chrániče na ochranu nôh.","Żelazne nagolenniki chroniące nogi.","IJzeren scheenplaten die je benen beschermen.","Grevas de ferro para proteger as tuas pernas.","Perneiras de ferro para proteger suas pernas.","保护双腿的铁腿甲。","鐵脛甲能保護你的腿部。","脚部を守る鉄のすね当て。","다리를 보호하는 철제 방어구입니다.","","กางเกงเหล็กป้องกันขา","","","რკინის დამცავი ფეხებისთვის.","","","Металеві наголінники захищають ноги.","Dzelzs dradži kāju pasargāšanai."
"item_chest_pcuirass","Padded cuirass","Vadderad kyrass","Cuirasse rembourrée","Corazza imbottita","Gepolsterter Brustpanzer","Gambesón acolchado","Обитая кираса","Platoșă tapițată","","","Topattu rintapanssari","Polstret kyras","Polstret jakke","Bólstraður brynkyrtill","Takviyeli kuraza","Paminkštintas kirasas","Prošívaná košile","Bélelt mellvért","Polstrovaný kyrys","Wyściełany kirys","Gevoerd kuras","Couraça acolchoada","Couraça acolchoada","厚胸甲","棉甲","詰め物付きキュイラス","누비 흉갑","","ชุดโซ่แหล็ก","Pitogwônsôganadolkahigan","","დაპრესილი სამკერდე","","","Оббитий панцир","Polsterēta kirasa"
"item_chest_pcuirass_description","Finely wrought and strong enough to turn even the sharpest blades.","Vackert smidd och stark nog att vända även de vassaste klingor.","Forgée avec talent et assez solide pour arrêter les lames les plus aiguisées.","Finemente battuta e abbastanza forte da affrontare anche le lame più affilate.","Edel gearbeitet und stabil genug, um selbst den schärfsten Klingen zu trotzen.","Está forjado con elegancia y es tan resistente que puede desviar las espadas más afiladas.","Изящно обработанная и достаточно прочная, чтобы отразить самые острые клинки.","Bine forjat și suficient de puternic să întoarcă până și cele mai ascuțite săbii.","","","Hyvin tehty rintapanssari, joka on tarpeeksi vahva torjumaan terävimmätkin terät.","Godt smedet og stærk nok til at afværge selv den skarpeste klinge.","Godt smidd og sterk nok til å motstå de skarpeste våpen.","Vel unninn og nógu sterkur til að verjast hinum beittustu sverðum.","Güzelce işlenmiş ve en güçlü bıçak darbelerine bile dayanıklı.","Kruopščiai nukaltas ir pakankamai tvirtas, kad atlaikytų net aštriausius ašmenis.","Jemně zpracovaná a dostatečně silná, aby dokázala odvrátit i ty nejostřejší čepele.","Finoman megmunkált és elég erős a legélesebb pengéket elhárításához is.","Jemne spracovaný a dostatočne silný na to, aby odolala aj tým najostrejším čepeliam.","Precyzyjnie wykonany i wystarczająco mocny, by odeprzeć nawet najostrzejsze miecze.","Van stevige maak en sterk genoeg op zelfs de scherpste zwaarden tegen te houden.","Forjado finamente e forte o suficiente para virar até as lâminas mais afiadas.","Bem trabalhada e forte o bastante para defletir até as lâminas mais afiadas.","做工精细且坚固到足以格挡最尖锐的匕首。","製作精良，強度甚至足以抵擋最銳利刀刃。","上等な細工が施され、最も鋭い刃でも跳ね返すほど強い。","가장 날카로운 칼날도 막을 수 있을만큼 정교하고 튼튼하게 만들어졌습니다.","","งานยอดฝีมือ กันของมีคมได้ทุกชนิด","Wligen ta tatbisanoo wji kebazogosa ni ôtalli kezigihlôwik.","","კარგად დამუშვებული, ყველაზე ბასრი ხმლის დარტყმასაც კი შეუძლია გაულოს.","","","Чудово оброблений і достатньо міцний, щоби затупити об себе найгостріші леза.","Smalki kalts un pietiekami stingrs, lai pasargātu pat no asākajiem asmeņiem."
"item_legs_pgreaves","Padded greaves","Vadderat benpansar","Jambières rembourrées","Schinieri imbottiti","Gepolsterte Beinschienen","Grebas acolchadas","Обитые наголенники","Pantaloni tapițați","","","Topattu jalkapanssari","Polstret benskinner","Polstrede bukser","Bólstraðar legghlífar","Takviyeli dizçekler","Paminkštinti antblauzdžiai","Prošívané holenice","Bélelt lábvért","Polstrované holenné chrániče","Wyściełane nagolenniki","Gevoerde scheenplaten","Caneleiras alcolchoadas","Perneiras acolchoadas","厚腿甲","棉脛甲","詰め物付きすね当て","누비 각반","","กางเกงโซ่เหล็ก","Pitogwônsôganikôdigan","","დაპრესილი შარვალი","","","Оббиті поножі","Polsterēti dradži"
"item_legs_pgreaves_description","Expertly crafted leg protection.","Mästerligt tillverkat benskydd.","Des protections de jambes fabriquées par un expert.","Protezione per le gambe sapientemente lavorata.","Von einem echten Experten hergestellter Schutz für die Beine.","Protección para las piernas fabricada con gran habilidad.","Искусно созданная защита для ног.","Protecție de picioare meșteșugită cu o deosebită pricepere.","Искусно създадена защита за крака.","","Mestarillisesti valmistetut jalkasuojukset.","Sagkyndigt skabt benbeskyttelse.","Benbeskyttelse laget på eksepsjonelt vis.","Fagmannlega smíðuð fótavörn.","Ustaca üretilmiş bacak koruması.","Meistriškai sukurta kojų apsauga.","Odborně vytvořená ochrana nohou.","Kiválóan elkészített lábvédelem.","Odborne spracovaná ochrana nôh.","Precyzyjnie wykonany pancerz chroniący nogi.","Vakkundig gemaakte beenbescherming.","Proteção de perna habilmente trabalhada.","Proteção excepcional para as pernas.","专业做工的腿甲。","製作技術高超的腿部護具。","匠の技で作られた脚の防御。","전문적으로 만들어진 다리 방어구입니다.","","ป้องกันขาได้อย่างดีเยี่ยม","","","შესანიშნავი ფეხების მცველი.","","","Майстерно викуваний захист для ніг.","Izcils rokudarbs kāju aizsardzībai."
"item_cape_deerhide","Deer hide cape","Rådjursmantel","Cape en peau de cerf","Cappa di pelle di cervo","Hirschfellumhang","Capa de piel de ciervo","Плащ из шкуры оленя","Capă din piele de cerb","","","Peurannahkaviitta","Hjorteskinskappe","Hjorteskinnskappe","Dádýrafelds skikkja","Geyik derisi pelerin","Elnio odos pelerinas","Plášť z jelení kůže","Szarvasbőr köpeny","Plášť z Jelenej kože","Peleryna ze skóry jelenia","Cape van hertenleer","Capa de pele de veado","Capa de pele de cervo","鹿皮斗篷","鹿皮披風","鹿皮のケープ","사슴 가죽 망토","","ผ้าคลุมหนังกวาง","Nolkagen gwenaks","","ირმის ტყავის მოსასხამი","","","Накидка з оленячої шкури","Stirnas ādas apmetnis"
"item_cape_deerhide_description","Rustic chic.","Rustik chic.","Un côté chic et rustique.","Classe rustica.","Rustikal, aber schick.","Chic y rústica.","Деревенский шик.","Șic rustic.","","","Rustiikkityyliä.","Rustik chic.","Rustisk og chic.","Gamaldags, en flott.","Kırsal moda.","Paprastas prašmatnus.","Venkovský styl.","Rusztikus elegancia.","Rustikálny šik štýl.","Rustykalna elegancja.","Rustieke elegantie.","Rústico e chique.","Chique rústico.","朴素别致。","鄉村風。","素朴でおしゃれ。","투박하지만 세련되었습니다.","","ใคร ๆ ก็ใส่กัน","","","უბრალო მოსასხამი.","","","Просто, але зі смаком.","Šiks lauciniecisks apmetnis."
"item_cape_trollhide","Troll hide cape","Trollskinnsmantel","Cape en peau de troll","Cappa di pelle di troll","Trolllederumhang","Capa de piel de trol","Плащ из шкуры тролля","Capă din piele de trol","","","Peikonnahkaviitta","Troldeskindskappe","Trollærskappe","Tröllaleðurs skikkja","Trol derisi pelerin","Trolio odos apsiaustas","Plášť z Trollí kůže","Trollbőr köpeny","Plášť z Trollej kože","Peleryna ze skóry trolla","Cape van trollenleer","Capa de pele de troll","Capa de pele de Troll","巨魔皮斗篷","巨魔皮披風","トロル皮のケープ","트롤 가죽 망토","","ผ้าคลุมหนังโทรล","Kiwakwadagen gwenaks","","ტროლის ტყავის მოსასხამი","","","Накидка зі шкури троля","Troļļa ādas apmetnis"
"item_cape_trollhide_description","Trollskin is tough and supple.","Trollskinn är kraftigt och smidigt.","Le cuir de troll est robuste et souple.","La pelle di Troll è resistente e flessibile.","Trollleder ist ebenso stabil wie biegsam.","La piel de trol es resistente y flexible.","Кожа тролля плотная и упругая.","Pielea de trol e tare și suplă.","","","Kestävää ja taipuisaa peikonnahkaa.","Troldeskind er stærkt og fleksibelt.","Trollhud er sterk men smidig.","Tröllaleður er sterkt og sveigjanlegt.","Trol derisi sert ve aynı zamanda esnektir.","Trolių oda yra kieta ir elastinga.","Trollí kůže je tvrdá a pružná.","A trollbőr kemény és hajlékony.","Trollia koža je tvrdá a pružná.","Skóra z trolla jest gruba, lecz elastyczna.","Trollenleer is taai en soepel.","A pele de troll é resistente e fléxível.","Pele de troll é dura e flexível.","巨魔皮坚韧而舒适。","巨魔皮剛柔並濟。","トロル革は強く、柔軟。","트롤의 가죽은 질기고 탄력있습니다.","","หนังเหนียวแต่สัมผัสอ่อนนุ่ม","Giwakwadagen jidanigen ta nokigen.","","ტროლის ტყავი მტკიცეა და გამძლე.","","","Шкіра троля жорстка, але розтягується.","Troļļa āda ir izturīga un elastīga."
"item_chest_wolf","Wolf armor chest","Vargskinnsbrynja","Plastron de loup","Corazza del lupo","Wolfsbrustschutz","Pechera de lobo","Волчий нагрудник","Platoșă de armură de lup","","","Sudentaljapanssari","Ulvebrystrustning","Ulveskinnsjakke","Úlfsbrynja","Kurt zırhı","Vilko kailio antkrūtiniai","Zbroj z vlčí kůže","Farkaspáncél mellvért","Tunika z Vlčej kože","Kamizelka z wilka","Wolfharnas borststuk","Armadura de lobo: peito","Armadura de lobo: peito","银质霜狼胸甲","野狼胸甲","狼の胸当て","늑대 흉갑 방어구","","ชุดหมาป่า","","","მგლის სამკერდე","","","Вовчий обладунок","Vilkādas bruņas"
